"taxonID","description","type","source","language"
"alien-macroinvertebrates:taxon:a398f04d8e98c79ba3b5d2ea9942e546","cbd_2014_pathway:stowaway_ballast_water","pathway","Soors J, Faasse M, Stevens M, Verbessem I, De Regge N, Van den Bergh E (2010) New crustacean invaders in the Schelde estuary (Belgium). Belgian Journal of Zoology 140: 3–10","en"
"alien-macroinvertebrates:taxon:a398f04d8e98c79ba3b5d2ea9942e546","brackish","habitat","Soors J, Faasse M, Stevens M, Verbessem I, De Regge N, Van den Bergh E (2010) New crustacean invaders in the Schelde estuary (Belgium). Belgian Journal of Zoology 140: 3–10","en"
"alien-macroinvertebrates:taxon:a86b04510e47d6273d8c69275f738d60","Asia","native range","Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12","en"
"alien-macroinvertebrates:taxon:a86b04510e47d6273d8c69275f738d60","cbd_2014_pathway:stowaway_ballast_water","pathway","Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12","en"
"alien-macroinvertebrates:taxon:a86b04510e47d6273d8c69275f738d60","cbd_2014_pathway:stowaway_hull_fouling","pathway","Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12","en"
"alien-macroinvertebrates:taxon:a86b04510e47d6273d8c69275f738d60","freshwater","habitat","Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12","en"
"alien-macroinvertebrates:taxon:a86b04510e47d6273d8c69275f738d60","brackish","habitat","Leloup E, Lefevere S (1952) Sur la présence dans les eaux de la côte belge du cirripède, Elminius modestus Darwin, 1854, du copepode parasite, Mytilicola intestinalis Steuer, 1902, et du polychète, Mercierella enigmatica Fauvel, 1922. Mededelingen Koninklijk Belgisch Instituut voor Natuur Wetenschappen 28: 1–12","en"
"alien-macroinvertebrates:taxon:ab92678a9e8f6b9f4997829e12d52318","Northern America","native range","Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39","en"
"alien-macroinvertebrates:taxon:ab92678a9e8f6b9f4997829e12d52318","cbd_2014_pathway:stowaway_other","pathway","Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39","en"
"alien-macroinvertebrates:taxon:ab92678a9e8f6b9f4997829e12d52318","freshwater","habitat","Vercauteren T, Sablon S, Wouters K (2006) Exotische ongewervelden in vijvers en grachten van het Provinciaal Groendomein ‘Prinsenpark’. In: Retie: een eerste bilan. In: Nieuwborg H, Rijvers T (eds), Natuurstudie in de provincie Antwerpen. Antwerpse Koepel voor Natuurstudie (ANKONA) Jaarboek 2004–2005, pp 27–39","en"
"alien-macroinvertebrates:taxon:ad8ff08319ff0e9051102e6d1722d423","cbd_2014_pathway:stowaway_hull_fouling","pathway","Backeljau T (1986) Lijst van de recente mariene mollusken van België. Studiedocumenten van het K.B.I.N. 29. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussel, 106 pp","en"
"alien-macroinvertebrates:taxon:ad8ff08319ff0e9051102e6d1722d423","cbd_2014_pathway:stowaway_other","pathway","Backeljau T (1986) Lijst van de recente mariene mollusken van België. Studiedocumenten van het K.B.I.N. 29. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussel, 106 pp","en"
"alien-macroinvertebrates:taxon:ad8ff08319ff0e9051102e6d1722d423","marine","habitat","Backeljau T (1986) Lijst van de recente mariene mollusken van België. Studiedocumenten van het K.B.I.N. 29. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussel, 106 pp","en"
"alien-macroinvertebrates:taxon:b1d44a5ac3a3c87bebf51127e8301df2","Northern America","native range","Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21","en"
"alien-macroinvertebrates:taxon:b1d44a5ac3a3c87bebf51127e8301df2","cbd_2014_pathway:stowaway_ballast_water","pathway","Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21","en"
"alien-macroinvertebrates:taxon:b1d44a5ac3a3c87bebf51127e8301df2","freshwater","habitat","Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21","en"
"alien-macroinvertebrates:taxon:b1d44a5ac3a3c87bebf51127e8301df2","brackish","habitat","Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21","en"
"alien-macroinvertebrates:taxon:b25905a58f0d4cc12455803326d0d7e0","East Asia","native range","Damas H (1938) Sur la presence dans la Meuse belge de Branchiura sowerbyi, Craspedacusta sowerbyi, et Urnatella gracilis. Annalles de Societé Zoologique Belge 69: 293–310","en"
"alien-macroinvertebrates:taxon:b25905a58f0d4cc12455803326d0d7e0","cbd_2014_pathway:stowaway_ballast_water","pathway","Damas H (1938) Sur la presence dans la Meuse belge de Branchiura sowerbyi, Craspedacusta sowerbyi, et Urnatella gracilis. Annalles de Societé Zoologique Belge 69: 293–310","en"
"alien-macroinvertebrates:taxon:b25905a58f0d4cc12455803326d0d7e0","freshwater","habitat","Damas H (1938) Sur la presence dans la Meuse belge de Branchiura sowerbyi, Craspedacusta sowerbyi, et Urnatella gracilis. Annalles de Societé Zoologique Belge 69: 293–310","en"
"alien-macroinvertebrates:taxon:b25905a58f0d4cc12455803326d0d7e0","brackish","habitat","Damas H (1938) Sur la presence dans la Meuse belge de Branchiura sowerbyi, Craspedacusta sowerbyi, et Urnatella gracilis. Annalles de Societé Zoologique Belge 69: 293–310","en"
"alien-macroinvertebrates:taxon:b2bc19dfbc9d3f248921a6e148ffbaaa","Asia","native range","Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, http://dx.doi.org/10.3391/ai.2013.8.1.04","en"
"alien-macroinvertebrates:taxon:b2bc19dfbc9d3f248921a6e148ffbaaa","Africa","native range","Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, http://dx.doi.org/10.3391/ai.2013.8.1.04","en"
"alien-macroinvertebrates:taxon:b2bc19dfbc9d3f248921a6e148ffbaaa","Australia","native range","Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, http://dx.doi.org/10.3391/ai.2013.8.1.04","en"
"alien-macroinvertebrates:taxon:b2bc19dfbc9d3f248921a6e148ffbaaa","cbd_2014_pathway:stowaway_ballast_water","pathway","Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, http://dx.doi.org/10.3391/ai.2013.8.1.04","en"
"alien-macroinvertebrates:taxon:b2bc19dfbc9d3f248921a6e148ffbaaa","freshwater","habitat","Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, http://dx.doi.org/10.3391/ai.2013.8.1.04","en"
"alien-macroinvertebrates:taxon:b557e6ee22bcbca0621096f94b9eab42","Northern America","native range","Nuyttens F, Versele G, Loones MA (2006) De aanwezigheid van de penseelkrab Hemigrapsus takanoi en de blaasjeskrab Hemigrapsus sanguineus in NieuwpoortBad. De strandvlo 26: 114–115","en"
"alien-macroinvertebrates:taxon:b557e6ee22bcbca0621096f94b9eab42","cbd_2014_pathway:stowaway_ballast_water","pathway","Nuyttens F, Versele G, Loones MA (2006) De aanwezigheid van de penseelkrab Hemigrapsus takanoi en de blaasjeskrab Hemigrapsus sanguineus in NieuwpoortBad. De strandvlo 26: 114–115","en"
"alien-macroinvertebrates:taxon:b557e6ee22bcbca0621096f94b9eab42","marine","habitat","Nuyttens F, Versele G, Loones MA (2006) De aanwezigheid van de penseelkrab Hemigrapsus takanoi en de blaasjeskrab Hemigrapsus sanguineus in NieuwpoortBad. De strandvlo 26: 114–115","en"
"alien-macroinvertebrates:taxon:b5f3e66d5b03794efd0d0f4e1bf5006f","South America","native range","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:b5f3e66d5b03794efd0d0f4e1bf5006f","cbd_2014_pathway:stowaway_hull_fouling","pathway","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:b5f3e66d5b03794efd0d0f4e1bf5006f","marine","habitat","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:b7381586b5f8056006e5838b4fc2c756","Ponto-Caspian","native range","Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129","en"
"alien-macroinvertebrates:taxon:b7381586b5f8056006e5838b4fc2c756","cbd_2014_pathway:corridor_water","pathway","Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129","en"
"alien-macroinvertebrates:taxon:b7381586b5f8056006e5838b4fc2c756","freshwater","habitat","Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129","en"
"alien-macroinvertebrates:taxon:b7381586b5f8056006e5838b4fc2c756","brackish","habitat","Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129","en"
"alien-macroinvertebrates:taxon:b74cb0f47f65095d9d919e2a9c1fc61c","Southeast Asia","native range","Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, http://dx.doi.org/10.1651/10-3357.1","en"
"alien-macroinvertebrates:taxon:b74cb0f47f65095d9d919e2a9c1fc61c","cbd_2014_pathway:stowaway_ballast_water","pathway","Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, http://dx.doi.org/10.1651/10-3357.1","en"
"alien-macroinvertebrates:taxon:b74cb0f47f65095d9d919e2a9c1fc61c","freshwater","habitat","Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, http://dx.doi.org/10.1651/10-3357.1","en"
"alien-macroinvertebrates:taxon:b74cb0f47f65095d9d919e2a9c1fc61c","brackish","habitat","Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, http://dx.doi.org/10.1651/10-3357.1","en"
"alien-macroinvertebrates:taxon:b874beef91a87e42a7512e6d93de1b89","Asia","native range","Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53","en"
"alien-macroinvertebrates:taxon:b874beef91a87e42a7512e6d93de1b89","cbd_2014_pathway:corridor_water","pathway","Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53","en"
"alien-macroinvertebrates:taxon:b874beef91a87e42a7512e6d93de1b89","freshwater","habitat","Swinnen F, Leynen M, Sablon R, Duvivier L, Vanmaele R (1998) The Asiatic clam Corbicula (Bivalvia: Corbiculidae) in Belgium. Biologie 68: 47–53","en"
"alien-macroinvertebrates:taxon:b8ff6e65b73e4723ed65c205e13fb38a","Northern America","native range","Vandepitte L, De Poorter D, Lescrauweart A-N, Fockedey N, Mees J (2012) Niet-inheemse soorten van het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special publication 59. Vlaams Instituut voor de Zee (VLIZ): Oostende België, 372 pp","en"
"alien-macroinvertebrates:taxon:b8ff6e65b73e4723ed65c205e13fb38a","cbd_2014_pathway:stowaway_ballast_water","pathway","Vandepitte L, De Poorter D, Lescrauweart A-N, Fockedey N, Mees J (2012) Niet-inheemse soorten van het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special publication 59. Vlaams Instituut voor de Zee (VLIZ): Oostende België, 372 pp","en"
"alien-macroinvertebrates:taxon:b8ff6e65b73e4723ed65c205e13fb38a","marine","habitat","Vandepitte L, De Poorter D, Lescrauweart A-N, Fockedey N, Mees J (2012) Niet-inheemse soorten van het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special publication 59. Vlaams Instituut voor de Zee (VLIZ): Oostende België, 372 pp","en"
"alien-macroinvertebrates:taxon:ba6f78baf9a86138db5686bee2268107","Northern America","native range","Seys J, Vincx M, Meire P (1999) Spatial distribution of oligochaetes (Clitellata) in the tidal freshwater and brackish parts of the Schelde estuary (Belgium). In: Aquatic Oligochaetes, Springer Netherlands, pp 119–132","en"
"alien-macroinvertebrates:taxon:ba6f78baf9a86138db5686bee2268107","cbd_2014_pathway:stowaway_ballast_water","pathway","Seys J, Vincx M, Meire P (1999) Spatial distribution of oligochaetes (Clitellata) in the tidal freshwater and brackish parts of the Schelde estuary (Belgium). In: Aquatic Oligochaetes, Springer Netherlands, pp 119–132","en"
"alien-macroinvertebrates:taxon:ba6f78baf9a86138db5686bee2268107","freshwater","habitat","Seys J, Vincx M, Meire P (1999) Spatial distribution of oligochaetes (Clitellata) in the tidal freshwater and brackish parts of the Schelde estuary (Belgium). In: Aquatic Oligochaetes, Springer Netherlands, pp 119–132","en"
"alien-macroinvertebrates:taxon:bac4e1a538c1fac69b816b52f833928c","Northern America","native range","Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175","en"
"alien-macroinvertebrates:taxon:bac4e1a538c1fac69b816b52f833928c","cbd_2014_pathway:escape_aquaculture","pathway","Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175","en"
"alien-macroinvertebrates:taxon:bac4e1a538c1fac69b816b52f833928c","cbd_2014_pathway:escape_pet","pathway","Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175","en"
"alien-macroinvertebrates:taxon:bac4e1a538c1fac69b816b52f833928c","freshwater","habitat","Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175","en"
"alien-macroinvertebrates:taxon:bd73d8330e885cddd5bbe6c8138abdc3","Ponto-Caspian","native range","Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39","en"
"alien-macroinvertebrates:taxon:bd73d8330e885cddd5bbe6c8138abdc3","cbd_2014_pathway:corridor_water","pathway","Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39","en"
"alien-macroinvertebrates:taxon:bd73d8330e885cddd5bbe6c8138abdc3","freshwater","habitat","Messiaen M, Lock K, Gabriels W, Vercauteren T, Wouters K, Boets P, Goethals PLM (2010) Alien macrocrustaceans in freshwater ecosystems in the eastern part of Flanders (Belgium). Belgian Journal of Zoology 140: 30–39","en"
"alien-macroinvertebrates:taxon:bd9b163269d78dbb5edb3882217bc6c8","Northern America","native range","Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5","en"
"alien-macroinvertebrates:taxon:bd9b163269d78dbb5edb3882217bc6c8","cbd_2014_pathway:stowaway_hull_fouling","pathway","Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5","en"
"alien-macroinvertebrates:taxon:bd9b163269d78dbb5edb3882217bc6c8","cbd_2014_pathway:stowaway_other","pathway","Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5","en"
"alien-macroinvertebrates:taxon:bd9b163269d78dbb5edb3882217bc6c8","marine","habitat","Adam W, Leloup E (1934) Sur la présence du gastéropode Crepidula fornicata (Linné, 1758) sur la côte belge. Bulletin du Musée royal d'Histoire naturelle de Belgique 10: 1–5","en"
"alien-macroinvertebrates:taxon:c1fb49c5a5db07379fbee670706c39f7","Northern America","native range","Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, http://dx.doi.org/10.1023/A:1022120729031","en"
"alien-macroinvertebrates:taxon:c1fb49c5a5db07379fbee670706c39f7","cbd_2014_pathway:stowaway_ballast_water","pathway","Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, http://dx.doi.org/10.1023/A:1022120729031","en"
"alien-macroinvertebrates:taxon:c1fb49c5a5db07379fbee670706c39f7","marine","habitat","Faasse M, Van Moorsel G (2003) The North-American amphipods, Melita nitida Smith, 1873 and Incisocalliope aestuarius (Watling and Maurer, 1973) (Crustacea: Amphipoda: Gammaridea), introduced to the western Scheldt estuary (The Netherlands). Aquatic Ecology 37: 13–22, http://dx.doi.org/10.1023/A:1022120729031","en"
"alien-macroinvertebrates:taxon:c85e7a3a9882c02b8c484c9d674d8a18","Ponto-Caspian","native range","Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158","en"
"alien-macroinvertebrates:taxon:c85e7a3a9882c02b8c484c9d674d8a18","cbd_2014_pathway:stowaway_ballast_water","pathway","Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158","en"
"alien-macroinvertebrates:taxon:c85e7a3a9882c02b8c484c9d674d8a18","cbd_2014_pathway:stowaway_other","pathway","Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158","en"
"alien-macroinvertebrates:taxon:c85e7a3a9882c02b8c484c9d674d8a18","freshwater","habitat","Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158","en"
"alien-macroinvertebrates:taxon:c85e7a3a9882c02b8c484c9d674d8a18","brackish","habitat","Verslycke T, Janssen C, Lock K, Mees J (2000) First occurrence of the Pontocaspian invader Hemimysis anomala (Sars, 1907) in Belgium (Crustacea: Mysidacea). Belgian Journal of Zoology 130: 157–158","en"
"alien-macroinvertebrates:taxon:cab81fa3e1a46a4562e219a0e4977d83","Northern America","native range","Dumoulin E (2004) Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. De Strandvlo 24(1): 5-35","en"
"alien-macroinvertebrates:taxon:cab81fa3e1a46a4562e219a0e4977d83","cbd_2014_pathway:stowaway_ballast_water","pathway","Dumoulin E (2004) Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. De Strandvlo 24(1): 5-35","en"
"alien-macroinvertebrates:taxon:cab81fa3e1a46a4562e219a0e4977d83","marine","habitat","Dumoulin E (2004) Snelle areaaluitbreiding van het penseelkrabbetje Hemigrapsus penicillatus (de Haan, 1835) langs de kusten van de Zuidelijke Bocht van de Noordzee, status van haar opmars in de Westerschelde en beschouwingen over de ecologie en het gedrag van de soort. De Strandvlo 24(1): 5-35","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","New Zealand","native range","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","cbd_2014_pathway:stowaway_hull_fouling","pathway","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","cbd_2014_pathway:stowaway_ballast_water","pathway","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","cbd_2014_pathway:stowaway_other","pathway","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","freshwater","habitat","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cb35e00d077b73db575801f04275e8af","brackish","habitat","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:cebedf4407f487b424807ccd5478bfe6","Southern Europe","native range","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:cebedf4407f487b424807ccd5478bfe6","cbd_2014_pathway:stowaway_hull_fouling","pathway","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:cebedf4407f487b424807ccd5478bfe6","marine","habitat","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:d30825c114838fe344aaf93e75d6d5bd","Ponto-Caspian","native range","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:d30825c114838fe344aaf93e75d6d5bd","cbd_2014_pathway:corridor_water","pathway","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:d30825c114838fe344aaf93e75d6d5bd","freshwater","habitat","Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp","en"
"alien-macroinvertebrates:taxon:d9c2fd07436f56f3824955c88261e76e","Tropical and warm seas","native range","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:d9c2fd07436f56f3824955c88261e76e","cbd_2014_pathway:stowaway_hull_fouling","pathway","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
"alien-macroinvertebrates:taxon:d9c2fd07436f56f3824955c88261e76e","marine","habitat","Kerckhof F, Cattrijsse A (2001) Exotic Cirripedia (Balanomorpha) from buoys off the Belgian coast. Senckenbergiana maritime 31: 245–254, http://dx.doi.org/10.1007/BF03043033","en"
